Symbol,Industry,Price,Previous Close,Volume average,Last trade time
BALCHEM CORPORATION (XNAS:BCPC),Food & Tobacco,121.94,124.19,98870,7/10/2022 20:00
"BIOCRYST PHARMACEUTICALS, INC. (XNAS:BCRX)",Biotechnology & Medical Research,13.66,14.2,2514492,7/10/2022 22:19
BARCLAYS PLC (XNYS:BCS),Banking Services,6.43,6.52,9808171,7/10/2022 23:00
Blockchain Coinvestors Acquisition Corp. I (XNAS:BCSA),Holding Companies,10.1,10.06,17396,7/10/2022 20:00
BLOCKCHAIN COINVESTORS UNT (XNAS:BCSAU),#FIELD!,10.15,10.12,3614,7/10/2022 20:09
"BAIN CAPITAL SPECIALTY FINANCE, INC. (XNYS:BCSF)",Investment Banking & Investment Services,11.96,12.17,152124,7/10/2022 23:00
BRIACELL THERAPEUTICS CORP. (XNAS:BCTX),Biotechnology & Medical Research,5.95,5.96,518803,7/10/2022 22:28
BANCROFT FUND LTD. (XNYS:BCV PR A),Collective Investments,24.04,24.03,5359,7/10/2022 20:10
BlackRock Res & Comm Str (XNYS:BCX),#FIELD!,9.18,9.29,271376,7/10/2022 23:00
BICYCLE THERAPEUTICS PLC (XNAS:BCYC),Biotechnology & Medical Research,21.32,22.07,221440,7/10/2022 21:00
BELDEN INC. (XNYS:BDC),Communications & Networking,63.52,65.37,237066,7/10/2022 23:00
BlackRock Enh Eq Div (XNYS:BDJ),#FIELD!,8.2,8.38,500662,7/10/2022 23:00
"FLANIGAN'S ENTERPRISES, INC. (XNYS:BDL)",Hotels & Entertainment Services,25.24,26.01,1043,7/10/2022 20:10
BRANDYWINE REALTY TRUST (XNYS:BDN),Residential & Commercial REIT,6.14,6.37,2046227,7/10/2022 23:19
"BIODESIX, INC. (XNAS:BDSX)",Healthcare Providers & Services,1.37,1.5,207473,7/10/2022 20:31
"BLACK DIAMOND THERAPEUTICS, INC. (XNAS:BDTX)",Biotechnology & Medical Research,1.54,1.62,102017,7/10/2022 20:08
"BECTON, DICKINSON AND COMPANY (XNYS:BDX)",Healthcare Equipment & Supplies,222.67,228.4,1138123,7/10/2022 23:43
"BECTON, DICKINSON AND COMPANY (XNYS:BDXB)",Healthcare Equipment & Supplies,46.88,47.55,52758,7/10/2022 23:00
BLOOM ENERGY CORPORATION (XNYS:BE),"Machinery, Equipment & Components",17.93,19.08,2436138,7/10/2022 23:58
BEAM THERAPEUTICS INC. (XNAS:BEAM),Biotechnology & Medical Research,47.75,51.34,1023109,7/10/2022 23:00
"HEARTBEAM, INC. (XNAS:BEAT)",Software & IT Services,5.8,5.73,9437172,7/10/2022 23:58
"BEACON ROOFING SUPPLY, INC. (XNAS:BECN)",Homebuilding & Construction Supplies,58.24,58.94,740368,7/10/2022 20:41
BRIGHT SCHOLAR EDUCATION HOLDINGS LIMITED (XNYS:BEDU),Miscellaneous Educational Service Providers,2.96,3,7104,7/10/2022 23:00
BEAM GLOBAL (XNAS:BEEM),Renewable Energy,12.18,12.3,94587,7/10/2022 22:50
Ke Holdings Inc (XNYS:BEKE),Real Estate Operations,16.36,17.15,9322379,7/10/2022 23:00
BEL FUSE INC. (XNAS:BELFA),Electronic Equipment & Parts,29.03,29.41,2367,7/10/2022 20:11
BEL FUSE INC. (XNAS:BELFB),Electronic Equipment & Parts,26.21,27.12,88292,7/10/2022 20:00
"FRANKLIN RESOURCES, INC. (XNYS:BEN)",Investment Banking & Investment Services,21.85,22.95,3132626,7/10/2022 23:00
BENESSERE CAPITAL ACQUISITION CORP. (XNAS:BENE),Holding Companies,10.37,10.37,9853,7/10/2022 20:00
BROOKFIELD RENEWABLE PARTNERS UNT (XNYS:BEP),#FIELD!,30.41,30.98,331585,7/10/2022 23:00
BROOKFIELD RENEWABLE CORPORATION (XNYS:BEPC),Electrical Utilities & IPPs,32.57,32.83,653978,7/10/2022 23:00
Brookfield BRP Holdings (Canada) Inc. (XNYS:BEPH),#FIELD!,16.14,16.53,16913,7/10/2022 23:00
Brookfield BRP Holdings (Canada) Inc. (XNYS:BEPI),#FIELD!,17.01,17.27,12752,7/10/2022 23:00
"Berry Global Group, Inc. (XNYS:BERY)",Containers & Packaging,46.7,48.41,959954,7/10/2022 23:00
BEST INC. (XNYS:BEST),Freight & Logistics Services,0.69,0.72,137549,7/10/2022 23:00
BF SpA (XMIL:BFG),Food & Tobacco,3.59,3.63,10600,7/10/2022 15:35
Battery Future Acquisition Corp (XNYS:BFAC),Holding Companies,10.08,10,116338,6/10/2022 23:00
BRIGHT HORIZONS FAMILY SOLUTIONS INC. (XNYS:BFAM),Personal & Household Products & Services,56.58,58.61,480926,7/10/2022 23:00
"BREAD FINANCIAL HOLDINGS, INC. (XNYS:BFH)",Professional & Commercial Services,30.77,31.55,786204,7/10/2022 23:00
"BURGERFI INTERNATIONAL, INC. (XNAS:BFI)",Hotels & Entertainment Services,2.2,2.37,38075,7/10/2022 23:33
BANKFINANCIAL CORPORATION (XNAS:BFIN),Banking Services,9.51,9.46,19372,7/10/2022 20:00
BlackRock Muni Inc (XNYS:BFK),#FIELD!,9.66,9.66,167069,7/10/2022 23:00
"BUTTERFLY NETWORK, INC (XNYS:BFLY)",Healthcare Equipment & Supplies,4.66,5,2255276,7/10/2022 23:57
BIOFRONTERA INC. (XNAS:BFRI),Pharmaceuticals,1.13,1.13,255439,7/10/2022 23:45
"SAUL CENTERS, INC. (XNYS:BFS)",Residential & Commercial REIT,36.46,37.14,42533,7/10/2022 23:00
"BUSINESS FIRST BANCSHARES, INC. (XNAS:BFST)",Banking Services,21.74,22.18,34880,7/10/2022 20:01
BlackRock CA Mun Inc (XNYS:BFZ),#FIELD!,10.38,10.4,67537,7/10/2022 23:00
BUNGE LIMITED (XNYS:BG),Food & Tobacco,85.52,86.25,1110840,7/10/2022 23:59
Blackstone Strat Cr (XNYS:BGB),#FIELD!,10.74,10.87,93479,7/10/2022 23:00
"BGC PARTNERS, INC. (XNAS:BGCP)",Investment Banking & Investment Services,3.87,3.92,1698174,7/10/2022 20:10
BIG 5 SPORTING GOODS CORPORATION (XNAS:BGFV),Specialty Retailers,10.85,11.27,286970,7/10/2022 23:51
Barings Glb SD HY (XNYS:BGH),#FIELD!,12.35,12.43,59135,7/10/2022 23:00
BIRKS GROUP INC. (XNYS:BGI),Textiles & Apparel,5.14,5.17,24518,8/10/2022 0:00
"BEIGENE, LTD. (XNAS:BGNE)",Biotechnology & Medical Research,134.87,140.34,211030,7/10/2022 23:57
BlackRock Energy & Res (XNYS:BGR),#FIELD!,11.94,12.02,119566,7/10/2022 23:00
"BERKSHIRE GREY, INC. (XNAS:BGRY)","Machinery, Equipment & Components",1.63,1.78,551916,7/10/2022 23:45
"B&G FOODS, INC. (XNYS:BGS)",Food & Tobacco,14.89,15.39,1116677,7/10/2022 23:00
"BGSF, INC. (XNYS:BGSF)",Professional & Commercial Services,10.75,11.17,15166,7/10/2022 23:00
BUILD ACQUISITION CORP. (XNYS:BGSX),Holding Companies,9.84,9.84,18287,7/10/2022 23:00
BlackRock Fltg Rate Inc (XNYS:BGT),#FIELD!,10.85,10.96,73837,7/10/2022 23:00
Blackstone Lng Sh Cr Inc (XNYS:BGX),#FIELD!,10.86,10.96,53641,7/10/2022 23:00
BRIGHT GREEN CORPORATION (XNAS:BGXX),Pharmaceuticals,0.87,0.99,4777221,7/10/2022 23:56
BlackRock Enh Intl Div (XNYS:BGY),#FIELD!,4.46,4.6,413251,7/10/2022 23:00
BIGLARI HOLDINGS INC. (XNYS:BH),Hotels & Entertainment Services,125.33,128.94,2376,7/10/2022 23:00
CRIXUS BH3 ACQUISITION COMPANY (XNAS:BHAC),Holding Companies,9.91,9.94,14766,7/10/2022 20:00
CRIXUS BH3 ACQUISITION UNT (XNAS:BHACU),#FIELD!,9.97,9.96,2035,6/10/2022 18:05
BLUE HAT INTERACTIVE ENTERTAINMENT TECHNOLOGY (XNAS:BHAT),Leisure Products,1.09,1.06,195152,7/10/2022 23:20
BAR HARBOR BANKSHARES (XNYS:BHB),Banking Services,27.04,27.22,21972,7/10/2022 20:10
BAUSCH HEALTH COMPANIES INC. (XNYS:BHC),Pharmaceuticals,6.81,7.39,9271418,7/10/2022 23:50
"BENCHMARK ELECTRONICS, INC. (XNYS:BHE)",Semiconductors & Semiconductor Equipment,25.92,26.68,137267,7/10/2022 23:00
"Brighthouse Financial, Inc. (XNAS:BHF)",Insurance,46.99,48.29,570432,7/10/2022 20:22
"Brighthouse Financial, Inc. (XNAS:BHFAL)",Insurance,22.38,22.45,33821,7/10/2022 20:00
"Brighthouse Financial, Inc. (XNAS:BHFAM)",Insurance,16.64,16.75,27749,7/10/2022 20:00
"Brighthouse Financial, Inc. (XNAS:BHFAN)",Insurance,19.31,19.64,50267,7/10/2022 20:00
"Brighthouse Financial, Inc. (XNAS:BHFAO)",Insurance,24,24.25,34465,7/10/2022 20:00
"Brighthouse Financial, Inc. (XNAS:BHFAP)",Insurance,23.86,24.1,31507,7/10/2022 20:00
"BRIGHT HEALTH GROUP, INC. (XNYS:BHG)",Insurance,1.01,1.07,2069679,7/10/2022 23:34
"BENSON HILL, INC (XNYS:BHIL)",Food & Tobacco,2.86,2.89,577308,7/10/2022 23:00
BlackRock Core Bond Tr (XNYS:BHK),#FIELD!,10.16,10.4,163721,7/10/2022 23:00
"BERKSHIRE HILLS BANCORP, INC. (XNYS:BHLB)",Banking Services,27.84,28.35,291994,7/10/2022 23:00
BHP GROUP LIMITED (XNYS:BHP),Metals & Mining,51.18,51.57,4119024,7/10/2022 23:59
BRAEMAR HOTELS & RESORTS INC. (XNYS:BHR),Residential & Commercial REIT,4.36,4.52,438399,7/10/2022 23:00
Bull Horn Holdings Corp. (XNAS:BHSE),Holding Companies,10.19,10.2,5064,7/10/2022 20:00
BULL HORN HOLDINGS UNT (XNAS:BHSEU),#FIELD!,10.27,10.19,1122,3/10/2022 20:00
BlackRock VA Muni Bd Tr (XNYS:BHV),#FIELD!,11.43,11.5,5734,7/10/2022 23:00
Biohaven Ltd. (XNYS:BHVN),Pharmaceuticals,12.89,13.18,,7/10/2022 23:52
"Baidu, Inc. (XNAS:BIDU)",Software & IT Services,120.44,122.67,2162214,7/10/2022 23:57
"BIG LOTS, INC. (XNYS:BIG)",Diversified Retail,17.23,17.45,1163995,7/10/2022 23:03
"BIGCOMMERCE HOLDINGS, INC. (XNAS:BIGC)",Software & IT Services,14.9,16.18,841633,7/10/2022 22:08
BlackRock Innov and Grow (XNYS:BIGZ),#FIELD!,7.31,7.57,1080503,7/10/2022 23:47
BIOGEN INC. (XNAS:BIIB),Pharmaceuticals,257.89,262.26,2064883,7/10/2022 23:51
Bilibili Inc. (XNAS:BILI),Software & IT Services,15.45,16.08,5713177,7/10/2022 23:59
Bill.com Holdings Inc (XNYS:BILL),Software & IT Services,138.54,148.32,2015949,7/10/2022 23:59
BIMI International Medical Inc. (XNAS:BIMI),Pharmaceuticals,0.3,0.31,684365,7/10/2022 23:59
"BIO-RAD LABORATORIES, INC. (XNYS:BIO)",Healthcare Equipment & Supplies,428.93,452.85,169465,7/10/2022 23:00
"BIOCEPT, INC. (XNAS:BIOC)",Healthcare Equipment & Supplies,0.84,0.87,49918,7/10/2022 20:03
"BIOLASE, INC. (XNAS:BIOL)",Healthcare Equipment & Supplies,2.37,2.43,31030,7/10/2022 23:53
"BIORA THERAPEUTICS, INC. (XNAS:BIOR)",Biotechnology & Medical Research,0.43,0.44,1065447,7/10/2022 23:45
BIOPLUS ACQUISITION CORP (XNAS:BIOS),Holding Companies,10.09,10.06,46471,6/10/2022 20:00
BIOPLUS ACQUISITION UNT (XNAS:BIOSU),#FIELD!,10.05,10.09,3572,9/27/2022 19:56
BIOTECH ACQUISITION COMPANY (XNAS:BIOT),Holding Companies,9.92,9.93,33690,7/10/2022 20:00
BIOTECH ACQUISITION UNT (XNAS:BIOTU),#FIELD!,9.79,9.92,217,5/10/2022 13:55
Bioceres Crop Solutions Corp. (XNAS:BIOX),Chemicals,13.11,13.14,110372,7/10/2022 20:01
BROOKFIELD INFRASTRUCTUR PARTNER UNT (XNYS:BIP),#FIELD!,34.43,35.47,540986,7/10/2022 23:00
BROOKFIELD INFRASTRUCTURE CORPORATION (XNYS:BIPC),Natural Gas Utilities,38.59,39.54,286940,7/10/2022 23:27
Brookfield Infrastructure Finance ULC (XNYS:BIPH),#FIELD!,16.76,17.48,19817,7/10/2022 23:00
BIP Bermuda Holdings I Ltd (XNYS:BIPI),#FIELD!,18.75,19.38,21624,7/10/2022 23:00
"ALLBIRDS, INC. (XNAS:BIRD)",Textiles & Apparel,3.11,3.23,1459023,7/10/2022 23:50
BlackRock Mlt-Sctr Inc (XNYS:BIT),#FIELD!,14.89,14.97,104369,7/10/2022 23:00
BITE ACQUISITION CORP. (XNYS:BITE),Holding Companies,9.86,9.85,21846,7/10/2022 23:00
Bitfarms Ltd. (XNAS:BITF),Financial Technology (Fintech) & Infrastructure,1.02,1.11,3526746,7/10/2022 23:59
BIOVIE INC. (XNAS:BIVI),Biotechnology & Medical Research,2.68,2.7,770031,7/10/2022 21:04
"BJ'S WHOLESALE CLUB HOLDINGS, INC. (XNYS:BJ)",Diversified Retail,70.21,71.32,2020527,7/10/2022 23:13
"BLUEJAY DIAGNOSTICS, INC. (XNAS:BJDX)",Healthcare Equipment & Supplies,0.83,0.84,103461,7/10/2022 22:54
"BJ'S RESTAURANTS, INC. (XNAS:BJRI)",Hotels & Entertainment Services,25.15,26.08,346048,7/10/2022 20:11
THE BANK OF NEW YORK MELLON CORPORATION (XNYS:BK),Investment Banking & Investment Services,39.48,40.68,4705190,7/10/2022 23:43
BLACKROCK CAPITAL INVESTMENT CORPORATION. (XNAS:BKCC),Collective Investments,3.67,3.6,226400,7/10/2022 21:03
BROOKDALE SENIOR LIVING INC. (XNYS:BKD),Healthcare Providers & Services,4.81,4.01,1827494,7/10/2022 23:51
"THE BUCKLE, INC. (XNYS:BKE)",Specialty Retailers,34.02,34.52,380505,7/10/2022 23:57
BLACK HILLS CORPORATION (XNYS:BKH),Multiline Utilities,64.73,65.67,368957,7/10/2022 23:00
"BLACK KNIGHT, INC. (XNYS:BKI)",Software & IT Services,66.02,66.3,883862,7/10/2022 23:00
"BAKKT HOLDINGS, INC. (XNYS:BKKT)",Financial Technology (Fintech) & Infrastructure,2.3,2.53,1280642,7/10/2022 23:46
BlackRock Inv Qual Muni (XNYS:BKN),#FIELD!,12.31,12.27,41867,7/10/2022 23:00
BOOKING HOLDINGS INC. (XNAS:BKNG),Hotels & Entertainment Services,1685.16,1709.73,429230,7/10/2022 23:59
BAKER HUGHES COMPANY (XNAS:BKR),Oil & Gas Related Equipment and Services,22.88,23.74,10541099,7/10/2022 23:59
BANK OF SOUTH CAROLINA THE (XNAS:BKSC),Banking Services,16.27,16.5,4925,7/10/2022 20:00
BLACKSKY TECHNOLOGY INC. (XNYS:BKSY),Communications & Networking,1.58,1.66,775130,7/10/2022 23:48
"BLACKROCK, INC. (XNYS:BLK)",Investment Banking & Investment Services,550.4,571.61,821162,7/10/2022 23:59
BK TECHNOLOGIES CORPORATION (XNYS:BKTI),Communications & Networking,2.39,2.44,23082,7/10/2022 20:10
"BANKUNITED, INC. (XNYS:BKU)",Banking Services,35.4,36.44,703837,7/10/2022 23:00
"BIO-KEY INTERNATIONAL, INC. (XNAS:BKYI)",Electronic Equipment & Parts,1.58,1.68,10735,7/10/2022 20:00
"BLACKLINE, INC (XNAS:BL)",Software & IT Services,62.52,66.1,527087,7/10/2022 22:09
BLUE BIRD CORPORATION (XNAS:BLBD),"Machinery, Equipment & Components",9.29,9.7,85199,7/10/2022 20:58
BLACKBOXSTOCKS INC. (XNAS:BLBX),Software & IT Services,0.65,0.71,45276,7/10/2022 20:54
"BELLICUM PHARMACEUTICALS, INC. (XNAS:BLCM)",Biotechnology & Medical Research,1.2,1.2,15280,7/10/2022 20:00
Bausch + Lomb Corp (XNYS:BLCO),Healthcare Equipment & Supplies,15.63,16.18,896480,7/10/2022 23:00
TOPBUILD CORP. (XNYS:BLD),Construction & Engineering,176.24,182.8,291203,7/10/2022 23:00
"BLADE AIR MOBILITY, INC. (XNAS:BLDE)",Software & IT Services,3.79,4.01,403946,7/10/2022 23:33
BALLARD POWER SYSTEMS INC. (XNAS:BLDP),Renewable Energy,6.08,6.3,2852042,7/10/2022 23:55
"BUILDERS FIRSTSOURCE, INC. (XNYS:BLDR)",Homebuilding & Construction Supplies,63.24,63.79,2429131,7/10/2022 23:18
bleuacacia ltd (XNAS:BLEU),Holding Companies,9.85,9.87,56295,6/10/2022 20:00
"BIOLIFE SOLUTIONS, INC. (XNAS:BLFS)",Healthcare Equipment & Supplies,22.36,23.64,325656,7/10/2022 20:01
BLUE FOUNDRY BANCORP (XNAS:BLFY),Banking Services,11.3,11.36,90810,7/10/2022 20:01
Berkeley Lights Inc (XNAS:BLI),Healthcare Equipment & Supplies,2.73,3.14,538185,7/10/2022 23:11
"BRIDGELINE DIGITAL, INC. (XNAS:BLIN)",Software & IT Services,1.31,1.34,110083,7/10/2022 20:00
"BLACKROCK, INC. (XNYS:BLK)",Investment Banking & Investment Services,550.4,571.61,821162,7/10/2022 23:59
"BLACKBAUD, INC. (XNAS:BLKB)",Software & IT Services,51.85,52.24,690812,7/10/2022 20:34
"BLOOMIN' BRANDS, INC. (XNAS:BLMN)",Hotels & Entertainment Services,19.36,19.68,1322010,7/10/2022 20:02
"BLEND LABS, INC. (XNYS:BLND)",Software & IT Services,2.66,2.74,2003638,7/10/2022 23:00
BELONG ACQUISITION CORP. (XNAS:BLNG),Holding Companies,9.89,9.88,7453,6/10/2022 20:00
BLINK CHARGING CO. (XNAS:BLNK),"Machinery, Equipment & Components",15.51,16.32,987805,7/10/2022 23:57
"BELLEROPHON THERAPEUTICS, INC. (XNAS:BLPH)",Biotechnology & Medical Research,1.03,1.1,28225,7/10/2022 20:00
BIOLINE RX Ltd (XNAS:BLRX),Biotechnology & Medical Research,0.9,0.93,381180,7/10/2022 20:53
BCLS ACQUISITION CORP. (XNAS:BLSA),Holding Companies,10.03,10.03,57314,6/10/2022 20:22
"BELITE BIO, INC (XNAS:BLTE)",Biotechnology & Medical Research,29.53,28.84,41375,7/10/2022 20:00
Bright Lights Acquisition Corp (XNAS:BLTS),Holding Companies,9.92,9.92,67908,7/10/2022 20:00
BELLUS Health Inc. (XNAS:BLU),Biotechnology & Medical Research,9.72,10.15,613432,7/10/2022 20:01
Blueriver Acquisition Corp (XNYS:BLUA),Holding Companies,9.92,9.92,49729,6/10/2022 23:00
"BLUEBIRD BIO, INC. (XNAS:BLUE)",Biotechnology & Medical Research,6.92,7.54,9027713,7/10/2022 23:59
BlackRock Ltd Dur Inc (XNYS:BLW),#FIELD!,12.48,12.59,74206,7/10/2022 23:00
"Foreign Trade Bank of Latin America, Inc (XNYS:BLX)",Banking Services,13.22,13.66,101774,7/10/2022 23:00
"Backblaze, Inc. (XNAS:BLZE)",Software & IT Services,5.17,5.64,77586,7/10/2022 23:09
Banco Macro SA (XNYS:BMA),Banking Services,14.72,15.08,285695,7/10/2022 23:00
Black Mountain Acquisition Corp (XNYS:BMAC),Holding Companies,10.03,10.03,54102,7/10/2022 23:00
Blockchain Moon Acquisition Corp (XNAS:BMAQ),Holding Companies,10.01,10.02,37047,7/10/2022 23:36
BLOCKCHAIN MOON ACQUISITION UNT (XNAS:BMAQU),#FIELD!,10.02,10,3129,6/10/2022 20:00
BUMBLE INC. (XNAS:BMBL),Software & IT Services,23.58,24.9,1839870,7/10/2022 23:22
BlackRock Hlth Sciences (XNYS:BME),#FIELD!,39.62,40.17,35623,7/10/2022 23:00
"BIOMEA FUSION, INC. (XNAS:BMEA)",Biotechnology & Medical Research,9.47,10.28,115892,7/10/2022 20:01
BlackRock Hlth Sci Tr II (XNYS:BMEZ),#FIELD!,15.14,15.47,377644,7/10/2022 23:00
"BADGER METER, INC. (XNYS:BMI)","Machinery, Equipment & Components",93.4,96.52,119708,7/10/2022 23:00
"BIOMERICA, INC. (XNAS:BMRA)",Healthcare Equipment & Supplies,3.88,4.05,61528,7/10/2022 21:29
BANK OF MARIN BANCORP (XNAS:BMRC),Banking Services,30.76,31.16,49814,7/10/2022 21:22
BIOMARIN PHARMACEUTICAL INC. (XNAS:BMRN),Pharmaceuticals,88.15,91.48,1039230,7/10/2022 23:47
"BM TECHNOLOGIES, INC. (XNYS:BMTX)",Financial Technology (Fintech) & Infrastructure,7.74,7.29,47293,7/10/2022 21:02
BRISTOL-MYERS SQUIBB COMPANY (XNYS:BMY),Pharmaceuticals,69.7,70.24,10586677,7/10/2022 23:54
"BARNES & NOBLE EDUCATION, INC. (XNYS:BNED)",Specialty Retailers,2.4,2.65,221374,7/10/2022 23:28
"BENEFITFOCUS, INC. (XNAS:BNFT)",Software & IT Services,6.31,6.6,89124,7/10/2022 20:01
"BIONANO GENOMICS, INC. (XNAS:BNGO)",Healthcare Equipment & Supplies,1.98,2.16,5444007,7/10/2022 23:59
BANNIX ACQUISITION CORP. (XNAS:BNIX),Holding Companies,9.98,10.01,22209,3/10/2022 20:00
"BROADSTONE NET LEASE, INC. (XNYS:BNL)",Residential & Commercial REIT,15.47,15.6,1269946,7/10/2022 23:00
BANNER ACQUISITION CORP. (XNAS:BNNR),Holding Companies,9.94,9.94,21943,7/10/2022 20:00
BIONOMICS LTD (XNAS:BNOX),Biotechnology & Medical Research,7.3,7.5,1582,7/10/2022 20:00
Burning Rock Biotech Ltd (XNAS:BNR),Healthcare Providers & Services,2.33,2.46,503340,7/10/2022 20:00
BRENMILLER ENERGY LTD (XNAS:BNRG),Renewable Energy,3.25,3.61,12576,7/10/2022 20:00
THE BANK OF NOVA SCOTIA (XNYS:BNS),Banking Services,47.18,47.53,2069032,7/10/2022 23:56
BONSO ELECTRONICS INTERNATIONAL INC. (XNAS:BNSO),Electronic Equipment & Parts,3.09,3.16,57410,7/10/2022 23:22
BENITEC BIOPHARMA INC. (XNAS:BNTC),Biotechnology & Medical Research,0.32,0.34,569271,7/10/2022 23:31
BioNTech SE (XNAS:BNTX),Biotechnology & Medical Research,134.71,137.53,788909,7/10/2022 23:57
BlackRock NY Muni Inc (XNYS:BNY),#FIELD!,9.91,9.88,65220,7/10/2022 23:00
Bluescape Opportunities Acquisition Corp. (XNYS:BOAC),Holding Companies,9.93,9.96,114726,6/10/2022 23:00
BOA ACQUISITION CORP. (XNYS:BOAS),Holding Companies,9.94,9.93,,5/4/2021 20:00
BOSTON OMAHA CORPORATION (XNYS:BOC),Media & Publishing,24.05,23.97,79517,7/10/2022 23:00
Blue Ocean Acquisition Corp (XNAS:BOCN),Holding Companies,10.04,10.04,55825,7/10/2022 20:00
BLUE OCEAN ACQUISITION UNT (XNAS:BOCNU),#FIELD!,10.06,10.07,2588,7/10/2022 19:55
"THE BEACHBODY COMPANY, INC. (XNYS:BODY)",Software & IT Services,1.1,1.18,421286,7/10/2022 23:11
BlackRock Enh Glbl Div (XNYS:BOE),#FIELD!,8.81,8.99,248402,7/10/2022 23:00
BANK OF HAWAII CORPORATION (XNYS:BOH),Banking Services,76.68,80.03,194841,7/10/2022 23:00
BOK FINANCIAL CORPORATION (XNAS:BOKF),Banking Services,91.83,93.69,168218,7/10/2022 20:18
"BOLT BIOTHERAPEUTICS, INC. (XNAS:BOLT)",Biotechnology & Medical Research,1.47,1.5,133863,7/10/2022 20:10
Bon Natural Life Ltd (XNAS:BON),Pharmaceuticals,1.97,2.13,73154,7/10/2022 20:00
DMC GLOBAL INC. (XNAS:BOOM),Oil & Gas Related Equipment and Services,16.96,18.55,285745,7/10/2022 20:01
"Boot Barn Holdings, Inc. (XNYS:BOOT)",Specialty Retailers,57.95,60.89,536478,7/10/2022 23:00
Borr Drilling Limited (XNYS:BORR),Oil & Gas Related Equipment and Services,4.09,4.04,1969928,7/10/2022 23:59
B.O.S. BETTER ONLINE SOLUTIONS LTD. (XNAS:BOSC),"Machinery, Equipment & Components",2.17,2.23,46875,7/10/2022 20:00
BANK OF THE JAMES (XNAS:BOTJ),Banking Services,11.68,11.93,5091,7/10/2022 20:00
BOWLERO CORP. (XNYS:BOWL),Hotels & Entertainment Services,12.52,12.72,967167,7/10/2022 23:33
"BOX, INC. (XNYS:BOX)",Software & IT Services,27.12,28.14,1257487,7/10/2022 23:00
"Boxed, Inc. (XNYS:BOXD)",Diversified Retail,0.85,0.91,1297330,7/10/2022 23:57
BOXLIGHT CORPORATION (XNAS:BOXL),Electronic Equipment & Parts,0.63,0.64,203624,7/10/2022 23:16
BP P.L.C. (XNYS:BP),Oil & Gas,31.08,31.14,10476592,7/10/2022 23:58
Bullpen Parlay Acquisition Co (XNAS:BPAC),Holding Companies,10.06,10.06,34431,7/10/2022 20:00
BLUEPRINT MEDICINES CORPORATION (XNAS:BPMC),Biotechnology & Medical Research,59,62.83,572725,7/10/2022 20:26
Popular Inc (XNAS:BPOP),Banking Services,71.23,73.33,601372,7/10/2022 20:51
Popular Capital Trust II (XNAS:BPOPM),#FIELD!,24.96,25.38,3351,7/10/2022 20:00
"BANK OF PRINCETON, THE (XNAS:BPRN)",Banking Services,28.57,28.9,3984,7/10/2022 20:00
BP PRUDHOE BAY ROYALTY UNT (XNYS:BPT),#FIELD!,13.23,13.6,476274,7/10/2022 23:06
"BIO-PATH HOLDINGS, INC. (XNAS:BPTH)",Biotechnology & Medical Research,3.22,3.44,16684,7/10/2022 20:00
Biophytis SA (XNAS:BPTS),Biotechnology & Medical Research,0.57,0.59,383703,7/10/2022 21:50
Brookfield Property Preferred LP (XNAS:BPYPM),#FIELD!,17.41,17.95,27474,7/10/2022 19:59
BROOKFIELD PROPERTY PARTNERS L.P. (XNAS:BPYPN),Real Estate Operations,16.41,16.63,13926,7/10/2022 20:00
BROOKFIEL PPTY PRT SRS 2 CM CL A UNT (XNAS:BPYPO),#FIELD!,17.7,17.9,13265,7/10/2022 20:00
BROOKFIE PPTY PRT CL A SRS 1 PRF UNT (XNAS:BPYPP),#FIELD!,17.82,18.16,21519,7/10/2022 20:00
Boqii Holding Ltd (XNYS:BQ),Specialty Retailers,1.2,1.16,45515,7/10/2022 23:00
"BROADRIDGE FINANCIAL SOLUTIONS, INC. (XNYS:BR)",Professional & Commercial Services,142.87,145.44,568650,7/10/2022 23:00
Broad Capital Acquisition Corp (XNAS:BRAC),Holding Companies,9.99,9.96,1245,6/10/2022 14:34
Bragg Gaming Group Inc. (XNAS:BRAG),Software & IT Services,3.99,3.97,7544,7/10/2022 20:00
"BELLRING BRANDS, INC. (XNYS:BRBR)",Food & Tobacco,20.8,21.14,908831,7/10/2022 23:00
"BLUE RIDGE BANKSHARES, INC. (XNYS:BRBS)",Banking Services,12.69,12.75,30191,7/10/2022 20:10
BRC Inc. (XNYS:BRCC),Food & Tobacco,6.64,6.79,583570,7/10/2022 23:52
BRC Inc. (XNYS:BRCC),Food & Tobacco,6.64,6.79,583570,7/10/2022 23:52
Beard Energy Transition Acquisition Corp (XNYS:BRD),Holding Companies,9.99,10.07,53363,7/10/2022 20:00
Bridge Investment Group Holdings Inc (XNYS:BRDG),Investment Banking & Investment Services,15,15.43,94899,7/10/2022 23:00
"Bird Global, Inc. (XNYS:BRDS)",Leisure Products,0.39,0.4,3347730,7/10/2022 23:00
Breeze Holdings Acquisition Corp (XNAS:BREZ),Holding Companies,10.35,10.35,71964,7/10/2022 20:00
BARFRESH FOOD GROUP INC. (XNAS:BRFH),Beverages,2.76,2.8,12087,7/10/2022 20:00
BRF SA (XNYS:BRFS),Food & Tobacco,2.62,2.66,3306995,7/10/2022 23:00
Brigadier Gold Limited (XTSX:BRG),Metals & Mining,0.02,0.02,14160,7/10/2022 15:39
